,Unnamed: 0,pathname,class,mode
1136,1136,currencyDataset/10_back/IMG20211229002348.jpg,10_back,train
979,979,currencyDataset/100_front/IMG20220215120957.jpg,100_front,train
379,379,currencyDataset/1000_front/IMG20211229235434.jpg,1000_front,train
2844,2844,currencyDataset/500_back/IMG20220218162026.jpg,500_back,train
178,178,currencyDataset/1000_back/IMG20220212172820.jpg,1000_back,train
206,206,currencyDataset/1000_back/IMG20220218160747.jpg,1000_back,train
3031,3031,currencyDataset/500_front/IMG20211229231733.jpg,500_front,train
3371,3371,currencyDataset/50_front/IMG20211224211119.jpg,50_front,train
611,611,currencyDataset/100_back/IMG20211230003025.jpg,100_back,train
3259,3259,currencyDataset/50_back/IMG20211228011934.jpg,50_back,train
230,230,currencyDataset/1000_back/IMG20220218160946.jpg,1000_back,train
1926,1926,currencyDataset/20_front/IMG20211229225718.jpg,20_front,train
822,822,currencyDataset/100_front/IMG20211229002709.jpg,100_front,train
749,749,currencyDataset/100_front/IMG20211228215505.jpg,100_front,train
943,943,currencyDataset/100_front/IMG20220212163710.jpg,100_front,train
989,989,currencyDataset/100_front/IMG20220215121218.jpg,100_front,train
2041,2041,currencyDataset/20_front/IMG20220215115817.jpg,20_front,train
266,266,currencyDataset/1000_front/IMG20211228231401.jpg,1000_front,train
568,568,currencyDataset/100_back/IMG20211229232959.jpg,100_back,train
769,769,currencyDataset/100_front/IMG20211228215701.jpg,100_front,train
1707,1707,currencyDataset/20_back/IMG20211229230333.jpg,20_back,train
3578,3578,currencyDataset/50_front/IMG20220209120439.jpg,50_front,train
2590,2590,currencyDataset/5000_front/IMG20220218162905.jpg,5000_front,train
981,981,currencyDataset/100_front/IMG20220215121016.jpg,100_front,train
3041,3041,currencyDataset/500_front/IMG20211229231802.jpg,500_front,train
471,471,currencyDataset/100_back/IMG20211228220153.jpg,100_back,train
1023,1023,currencyDataset/100_front/IMG20220218164006.jpg,100_front,train
2894,2894,currencyDataset/500_front/IMG20211228121948.jpg,500_front,train
3217,3217,currencyDataset/50_back/IMG20211228002828.jpg,50_back,train
1275,1275,currencyDataset/10_back/IMG20220218170141.jpg,10_back,train
62,62,currencyDataset/1000_back/IMG20211228232026.jpg,1000_back,train
3383,3383,currencyDataset/50_front/IMG20211224211554.jpg,50_front,train
334,334,currencyDataset/1000_front/IMG20211229233600.jpg,1000_front,train
1983,1983,currencyDataset/20_front/IMG20211230001631.jpg,20_front,train
1743,1743,currencyDataset/20_back/IMG20220212163045.jpg,20_back,train
2600,2600,currencyDataset/500_back/IMG20211228104825.jpg,500_back,train
1848,1848,currencyDataset/20_front/IMG20211228115120.jpg,20_front,train
931,931,currencyDataset/100_front/IMG20220212163553.jpg,100_front,train
1219,1219,currencyDataset/10_back/IMG20220209114231.jpg,10_back,train
3006,3006,currencyDataset/500_front/IMG20211228233339.jpg,500_front,train
2799,2799,currencyDataset/500_back/IMG20211229234817.jpg,500_back,train
2772,2772,currencyDataset/500_back/IMG20211229232136.jpg,500_back,train
1625,1625,currencyDataset/20_back/IMG20211228222048.jpg,20_back,train
3408,3408,currencyDataset/50_front/IMG20211228000245.jpg,50_front,train
1200,1200,currencyDataset/10_back/IMG20211230000917.jpg,10_back,train
1347,1347,currencyDataset/10_front/IMG20211228225910.jpg,10_front,train
2711,2711,currencyDataset/500_back/IMG20211228224805.jpg,500_back,train
1863,1863,currencyDataset/20_front/IMG20211228221300.jpg,20_front,train
549,549,currencyDataset/100_back/IMG20211229003129.jpg,100_back,train
3193,3193,currencyDataset/50_back/IMG20211228002259.jpg,50_back,train
2131,2131,currencyDataset/5000_back/IMG20211228013434.jpg,5000_back,train
2031,2031,currencyDataset/20_front/IMG20220215115723.jpg,20_front,train
2311,2311,currencyDataset/5000_back/IMG20220218162944.jpg,5000_back,train
2485,2485,currencyDataset/5000_front/IMG20220209121626.jpg,5000_front,train
1414,1414,currencyDataset/10_front/IMG20211229002054.jpg,10_front,train
3161,3161,currencyDataset/50_back/IMG20211228001332.jpg,50_back,train
1040,1040,currencyDataset/10_back/IMG20211228223804.jpg,10_back,train
3174,3174,currencyDataset/50_back/IMG20211228001450.jpg,50_back,train
756,756,currencyDataset/100_front/IMG20211228215556.jpg,100_front,train
1406,1406,currencyDataset/10_front/IMG20211229002005.jpg,10_front,train
466,466,currencyDataset/100_back/IMG20211228220132.jpg,100_back,train
3449,3449,currencyDataset/50_front/IMG20211228002008.jpg,50_front,train
2327,2327,currencyDataset/5000_back/IMG20220218163134.jpg,5000_back,train
2281,2281,currencyDataset/5000_back/IMG20220212171347.jpg,5000_back,train
2415,2415,currencyDataset/5000_front/IMG20211228234517.jpg,5000_front,train
3,3,currencyDataset/1000_back/IMG20211228225459.jpg,1000_back,train
3338,3338,currencyDataset/50_back/IMG20220209120813.jpg,50_back,train
2779,2779,currencyDataset/500_back/IMG20211229232206.jpg,500_back,train
1271,1271,currencyDataset/10_back/IMG20220215123007.jpg,10_back,train
480,480,currencyDataset/100_back/IMG20211228220259.jpg,100_back,train
1809,1809,currencyDataset/20_back/IMG20220218165159.jpg,20_back,train
3196,3196,currencyDataset/50_back/IMG20211228002316.jpg,50_back,train
3491,3491,currencyDataset/50_front/IMG20211228005103.jpg,50_front,train
339,339,currencyDataset/1000_front/IMG20211229233625.jpg,1000_front,train
1623,1623,currencyDataset/20_back/IMG20211228222039.jpg,20_back,train
786,786,currencyDataset/100_front/IMG20211228232456.jpg,100_front,train
476,476,currencyDataset/100_back/IMG20211228220233.jpg,100_back,train
238,238,currencyDataset/1000_front/IMG20211228225044.jpg,1000_front,train
175,175,currencyDataset/1000_back/IMG20220209115237.jpg,1000_back,train
385,385,currencyDataset/1000_front/IMG20211229235514.jpg,1000_front,train
544,544,currencyDataset/100_back/IMG20211229003101.jpg,100_back,train
2194,2194,currencyDataset/5000_back/IMG20220208015109.jpg,5000_back,train
2337,2337,currencyDataset/5000_back/IMG20220218163410.jpg,5000_back,train
1261,1261,currencyDataset/10_back/IMG20220215122730.jpg,10_back,train
917,917,currencyDataset/100_front/IMG20220209112730.jpg,100_front,train
45,45,currencyDataset/1000_back/IMG20211228231918.jpg,1000_back,train
580,580,currencyDataset/100_back/IMG20211229233051.jpg,100_back,train
1440,1440,currencyDataset/10_front/IMG20211229230806.jpg,10_front,train
3072,3072,currencyDataset/500_front/IMG20211229234516.jpg,500_front,train
1551,1551,currencyDataset/10_front/IMG20220218165838.jpg,10_front,train
3150,3150,currencyDataset/50_back/IMG20211228000616.jpg,50_back,train
1299,1299,currencyDataset/10_back/IMG20220218170511.jpg,10_back,train
609,609,currencyDataset/100_back/IMG20211230003018.jpg,100_back,train
1930,1930,currencyDataset/20_front/IMG20211229225735.jpg,20_front,train
2010,2010,currencyDataset/20_front/IMG20220212162755.jpg,20_front,train
1908,1908,currencyDataset/20_front/IMG20211228234005.jpg,20_front,train
2336,2336,currencyDataset/5000_back/IMG20220218163209.jpg,5000_back,train
375,375,currencyDataset/1000_front/IMG20211229235409.jpg,1000_front,train
2802,2802,currencyDataset/500_back/IMG20211229234827.jpg,500_back,train
1236,1236,currencyDataset/10_back/IMG20220209114407.jpg,10_back,train
3526,3526,currencyDataset/50_front/IMG20211228220549.jpg,50_front,train
3471,3471,currencyDataset/50_front/IMG20211228002726.jpg,50_front,train
2124,2124,currencyDataset/5000_back/IMG20211228013346.jpg,5000_back,train
1178,1178,currencyDataset/10_back/IMG20211230000738.jpg,10_back,train
109,109,currencyDataset/1000_back/IMG20211229234119.jpg,1000_back,train
1934,1934,currencyDataset/20_front/IMG20211229225759.jpg,20_front,train
1655,1655,currencyDataset/20_back/IMG20211229000524.jpg,20_back,train
2818,2818,currencyDataset/500_back/IMG20211229234956.jpg,500_back,train
1836,1836,currencyDataset/20_front/IMG20211228114859.jpg,20_front,train
1702,1702,currencyDataset/20_back/IMG20211229230316.jpg,20_back,train
2917,2917,currencyDataset/500_front/IMG20211228122335.jpg,500_front,train
747,747,currencyDataset/100_front/IMG20211228215449.jpg,100_front,train
259,259,currencyDataset/1000_front/IMG20211228225304.jpg,1000_front,train
2229,2229,currencyDataset/5000_back/IMG20220209122029.jpg,5000_back,train
2977,2977,currencyDataset/500_front/IMG20211228224519.jpg,500_front,train
3208,3208,currencyDataset/50_back/IMG20211228002444.jpg,50_back,train
194,194,currencyDataset/1000_back/IMG20220212173103.jpg,1000_back,train
2935,2935,currencyDataset/500_front/IMG20211228222533.jpg,500_front,train
1181,1181,currencyDataset/10_back/IMG20211230000746.jpg,10_back,train
2883,2883,currencyDataset/500_front/IMG20211228104441.jpg,500_front,train
2822,2822,currencyDataset/500_back/IMG20211229235022.jpg,500_back,train
2747,2747,currencyDataset/500_back/IMG20211228233656.jpg,500_back,train
1962,1962,currencyDataset/20_front/IMG20211230001430.jpg,20_front,train
1660,1660,currencyDataset/20_back/IMG20211229000553.jpg,20_back,train
3216,3216,currencyDataset/50_back/IMG20211228002824.jpg,50_back,train
2815,2815,currencyDataset/500_back/IMG20211229234946.jpg,500_back,train
114,114,currencyDataset/1000_back/IMG20211229234135.jpg,1000_back,train
3139,3139,currencyDataset/50_back/IMG20211228000451.jpg,50_back,train
3460,3460,currencyDataset/50_front/IMG20211228002606.jpg,50_front,train
2352,2352,currencyDataset/5000_front/IMG20211228012453.jpg,5000_front,train
1376,1376,currencyDataset/10_front/IMG20211228230745.jpg,10_front,train
3480,3480,currencyDataset/50_front/IMG20211228003305.jpg,50_front,train
2263,2263,currencyDataset/5000_back/IMG20220212170508.jpg,5000_back,train
16,16,currencyDataset/1000_back/IMG20211228225543.jpg,1000_back,train
488,488,currencyDataset/100_back/IMG20211228220345.jpg,100_back,train
33,33,currencyDataset/1000_back/IMG20211228231805.jpg,1000_back,train
599,599,currencyDataset/100_back/IMG20211230002929.jpg,100_back,train
3050,3050,currencyDataset/500_front/IMG20211229231859.jpg,500_front,train
1030,1030,currencyDataset/10_back/IMG20211228223700.jpg,10_back,train
1631,1631,currencyDataset/20_back/IMG20211228222139.jpg,20_back,train
171,171,currencyDataset/1000_back/IMG20220209115217.jpg,1000_back,train
1252,1252,currencyDataset/10_back/IMG20220215122641.jpg,10_back,train
3146,3146,currencyDataset/50_back/IMG20211228000543.jpg,50_back,train
1730,1730,currencyDataset/20_back/IMG20211230001928.jpg,20_back,train
1712,1712,currencyDataset/20_back/IMG20211230001756.jpg,20_back,train
2351,2351,currencyDataset/5000_front/IMG20211228012442.jpg,5000_front,train
830,830,currencyDataset/100_front/IMG20211229002803.jpg,100_front,train
858,858,currencyDataset/100_front/IMG20211229232639.jpg,100_front,train
933,933,currencyDataset/100_front/IMG20220212163602.jpg,100_front,train
2313,2313,currencyDataset/5000_back/IMG20220218162954.jpg,5000_back,train
1527,1527,currencyDataset/10_front/IMG20220215122144.jpg,10_front,train
1216,1216,currencyDataset/10_back/IMG20220209114217.jpg,10_back,train
2206,2206,currencyDataset/5000_back/IMG20220208015204.jpg,5000_back,train
140,140,currencyDataset/1000_back/IMG20211229235831.jpg,1000_back,train
1932,1932,currencyDataset/20_front/IMG20211229225745.jpg,20_front,train
1800,1800,currencyDataset/20_back/IMG20220218165109.jpg,20_back,train
2267,2267,currencyDataset/5000_back/IMG20220212170534.jpg,5000_back,train
1982,1982,currencyDataset/20_front/IMG20211230001629.jpg,20_front,train
1589,1589,currencyDataset/20_back/IMG20211228115731.jpg,20_back,train
1813,1813,currencyDataset/20_back/IMG20220218165234.jpg,20_back,train
2761,2761,currencyDataset/500_back/IMG20211229232108.jpg,500_back,train
1538,1538,currencyDataset/10_front/IMG20220215122356.jpg,10_front,train
3459,3459,currencyDataset/50_front/IMG20211228002603.jpg,50_front,train
1746,1746,currencyDataset/20_back/IMG20220212163058.jpg,20_back,train
2846,2846,currencyDataset/500_back/IMG20220218162038.jpg,500_back,train
3286,3286,currencyDataset/50_back/IMG20211228220952.jpg,50_back,train
3265,3265,currencyDataset/50_back/IMG20211228012018.jpg,50_back,train
3433,3433,currencyDataset/50_front/IMG20211228001801.jpg,50_front,train
874,874,currencyDataset/100_front/IMG20211230002600.jpg,100_front,train
3331,3331,currencyDataset/50_back/IMG20220209120739.jpg,50_back,train
1027,1027,currencyDataset/10_back/IMG20211228223652.jpg,10_back,train
1005,1005,currencyDataset/100_front/IMG20220218163833.jpg,100_front,train
3565,3565,currencyDataset/50_front/IMG20220209120236.jpg,50_front,train
1153,1153,currencyDataset/10_back/IMG20211229231049.jpg,10_back,train
1860,1860,currencyDataset/20_front/IMG20211228115309.jpg,20_front,train
2781,2781,currencyDataset/500_back/IMG20211229232210.jpg,500_back,train
2174,2174,currencyDataset/5000_back/IMG20211228235007.jpg,5000_back,train
869,869,currencyDataset/100_front/IMG20211229232813.jpg,100_front,train
2685,2685,currencyDataset/500_back/IMG20211228223059.jpg,500_back,train
2029,2029,currencyDataset/20_front/IMG20220215115719.jpg,20_front,train
1404,1404,currencyDataset/10_front/IMG20211229001958.jpg,10_front,train
716,716,currencyDataset/100_back/IMG20220218164044.jpg,100_back,train
2879,2879,currencyDataset/500_front/IMG20211228104413.jpg,500_front,train
1787,1787,currencyDataset/20_back/IMG20220215120309.jpg,20_back,train
3326,3326,currencyDataset/50_back/IMG20220209120715.jpg,50_back,train
102,102,currencyDataset/1000_back/IMG20211229234055.jpg,1000_back,train
173,173,currencyDataset/1000_back/IMG20220209115227.jpg,1000_back,train
1293,1293,currencyDataset/10_back/IMG20220218170441.jpg,10_back,train
250,250,currencyDataset/1000_front/IMG20211228225152.jpg,1000_front,train
3342,3342,currencyDataset/50_back/IMG20220212165111.jpg,50_back,train
1079,1079,currencyDataset/10_back/IMG20211228230354.jpg,10_back,train
3591,3591,currencyDataset/50_front/IMG20220212164716.jpg,50_front,train
808,808,currencyDataset/100_front/IMG20211228232659.jpg,100_front,train
3540,3540,currencyDataset/50_front/IMG20211228220722.jpg,50_front,train
2480,2480,currencyDataset/5000_front/IMG20220209121555.jpg,5000_front,train
3295,3295,currencyDataset/50_back/IMG20211228221039.jpg,50_back,train
316,316,currencyDataset/1000_front/IMG20211229001129.jpg,1000_front,train
427,427,currencyDataset/1000_front/IMG20220212173632.jpg,1000_front,train
465,465,currencyDataset/100_back/IMG20211228220129.jpg,100_back,train
2957,2957,currencyDataset/500_front/IMG20211228224333.jpg,500_front,train
1082,1082,currencyDataset/10_back/IMG20211228230403.jpg,10_back,train
97,97,currencyDataset/1000_back/IMG20211229001707.jpg,1000_back,train
1392,1392,currencyDataset/10_front/IMG20211229001837.jpg,10_front,train
960,960,currencyDataset/100_front/IMG20220215120643.jpg,100_front,train
1667,1667,currencyDataset/20_back/IMG20211229000636.jpg,20_back,train
3179,3179,currencyDataset/50_back/IMG20211228002130.jpg,50_back,train
668,668,currencyDataset/100_back/IMG20220212164141.jpg,100_back,train
916,916,currencyDataset/100_front/IMG20220209112728.jpg,100_front,train
254,254,currencyDataset/1000_front/IMG20211228225233.jpg,1000_front,train
984,984,currencyDataset/100_front/IMG20220215121107.jpg,100_front,train
137,137,currencyDataset/1000_back/IMG20211229235822.jpg,1000_back,train
416,416,currencyDataset/1000_front/IMG20220209114836.jpg,1000_front,train
3458,3458,currencyDataset/50_front/IMG20211228002558.jpg,50_front,train
604,604,currencyDataset/100_back/IMG20211230003002.jpg,100_back,train
117,117,currencyDataset/1000_back/IMG20211229234144.jpg,1000_back,train
3602,3602,currencyDataset/50_front/IMG20220212164848.jpg,50_front,train
1683,1683,currencyDataset/20_back/IMG20211229230126.jpg,20_back,train
2676,2676,currencyDataset/500_back/IMG20211228223017.jpg,500_back,train
1288,1288,currencyDataset/10_back/IMG20220218170412.jpg,10_back,train
1280,1280,currencyDataset/10_back/IMG20220218170207.jpg,10_back,train
1486,1486,currencyDataset/10_front/IMG20220209113620.jpg,10_front,train
1464,1464,currencyDataset/10_front/IMG20211230000317.jpg,10_front,train
1274,1274,currencyDataset/10_back/IMG20220218170137.jpg,10_back,train
3251,3251,currencyDataset/50_back/IMG20211228011905.jpg,50_back,train
192,192,currencyDataset/1000_back/IMG20220212173041.jpg,1000_back,train
302,302,currencyDataset/1000_front/IMG20211229000918.jpg,1000_front,train
1478,1478,currencyDataset/10_front/IMG20211230000535.jpg,10_front,train
2930,2930,currencyDataset/500_front/IMG20211228222451.jpg,500_front,train
1081,1081,currencyDataset/10_back/IMG20211228230401.jpg,10_back,train
1672,1672,currencyDataset/20_back/IMG20211229000652.jpg,20_back,train
1868,1868,currencyDataset/20_front/IMG20211228221315.jpg,20_front,train
2776,2776,currencyDataset/500_back/IMG20211229232156.jpg,500_back,train
332,332,currencyDataset/1000_front/IMG20211229233552.jpg,1000_front,train
1474,1474,currencyDataset/10_front/IMG20211230000513.jpg,10_front,train
1504,1504,currencyDataset/10_front/IMG20220209113904.jpg,10_front,train
2448,2448,currencyDataset/5000_front/IMG20220208014723.jpg,5000_front,train
440,440,currencyDataset/1000_front/IMG20220218160531.jpg,1000_front,train
2683,2683,currencyDataset/500_back/IMG20211228223053.jpg,500_back,train
